query,matches
oxford_002904,radcliffe_camera_000342 all_souls_000110 radcliffe_camera_000139 radcliffe_camera_000116 radcliffe_camera_000130 radcliffe_camera_000337 radcliffe_camera_000234 radcliffe_camera_000473 radcliffe_camera_000345 radcliffe_camera_000326 oxford_002373 radcliffe_camera_000530 radcliffe_camera_000258 radcliffe_camera_000426 oxford_001122 radcliffe_camera_000155 oxford_003060 keble_000207 radcliffe_camera_000439 radcliffe_camera_000172 bodleian_000016 radcliffe_camera_000269 oxford_002905 radcliffe_camera_000362 radcliffe_camera_000015 radcliffe_camera_000463 oxford_003482 radcliffe_camera_000456 radcliffe_camera_000107 radcliffe_camera_000239 oxford_000741 radcliffe_camera_000416 radcliffe_camera_000298 keble_000108 radcliffe_camera_000373 radcliffe_camera_000289 bodleian_000301 oxford_003382 radcliffe_camera_000217 bodleian_000017 radcliffe_camera_000080 oxford_001278 radcliffe_camera_000016 radcliffe_camera_000324 oxford_003294 radcliffe_camera_000364 hertford_000017 radcliffe_camera_000390 radcliffe_camera_000429 radcliffe_camera_000160 radcliffe_camera_000100 radcliffe_camera_000092 radcliffe_camera_000248 radcliffe_camera_000036 radcliffe_camera_000171 radcliffe_camera_000053 oxford_000733 oxford_000905 radcliffe_camera_000183 radcliffe_camera_000340 radcliffe_camera_000477 radcliffe_camera_000447 radcliffe_camera_000235 radcliffe_camera_000027 radcliffe_camera_000072 radcliffe_camera_000330 radcliffe_camera_000442 radcliffe_camera_000240 radcliffe_camera_000083 radcliffe_camera_000335 radcliffe_camera_000025 oxford_002694 radcliffe_camera_000431 all_souls_000183 radcliffe_camera_000241 radcliffe_camera_000106 radcliffe_camera_000146 radcliffe_camera_000387 radcliffe_camera_000246 radcliffe_camera_000074 oxford_003327 oxford_003531 radcliffe_camera_000167 radcliffe_camera_000276 radcliffe_camera_000026 radcliffe_camera_000428 radcliffe_camera_000145 radcliffe_camera_000420 radcliffe_camera_000173 radcliffe_camera_000454 radcliffe_camera_000402 radcliffe_camera_000150 all_souls_000180 radcliffe_camera_000270 radcliffe_camera_000509 radcliffe_camera_000453 radcliffe_camera_000238 radcliffe_camera_000508 radcliffe_camera_000059 radcliffe_camera_000176 radcliffe_camera_000546 radcliffe_camera_000566 radcliffe_camera_000425 radcliffe_camera_000278 all_souls_000213 all_souls_000182 radcliffe_camera_000105 bodleian_000096 radcliffe_camera_000520 radcliffe_camera_000006 radcliffe_camera_000082 oxford_002260 radcliffe_camera_000209 radcliffe_camera_000470 radcliffe_camera_000219 radcliffe_camera_000457 bodleian_000395 bodleian_000036 oxford_003194 oxford_002083 oxford_003159 radcliffe_camera_000226 radcliffe_camera_000126 radcliffe_camera_000182 radcliffe_camera_000350 radcliffe_camera_000287 radcliffe_camera_000127 radcliffe_camera_000231 oxford_002397 radcliffe_camera_000443 radcliffe_camera_000190 radcliffe_camera_000043 oxford_001066 radcliffe_camera_000325 radcliffe_camera_000367 bodleian_000290 radcliffe_camera_000161 radcliffe_camera_000014 radcliffe_camera_000071 radcliffe_camera_000221 radcliffe_camera_000120 radcliffe_camera_000140 radcliffe_camera_000041 radcliffe_camera_000329 radcliffe_camera_000138 radcliffe_camera_000249 radcliffe_camera_000412 oxford_000583 radcliffe_camera_000218 radcliffe_camera_000021 radcliffe_camera_000417 radcliffe_camera_000481 radcliffe_camera_000338 radcliffe_camera_000522 radcliffe_camera_000085 radcliffe_camera_000259 radcliffe_camera_000255 radcliffe_camera_000147 bodleian_000168 radcliffe_camera_000475 radcliffe_camera_000404 radcliffe_camera_000542 bodleian_000337 radcliffe_camera_000029 bodleian_000410 radcliffe_camera_000220 radcliffe_camera_000406 bodleian_000465 radcliffe_camera_000064 radcliffe_camera_000349 oxford_001892 oxford_002890 radcliffe_camera_000228 radcliffe_camera_000128 radcliffe_camera_000052 radcliffe_camera_000166 oxford_000773 radcliffe_camera_000198 radcliffe_camera_000201 radcliffe_camera_000164 oxford_002510 radcliffe_camera_000533 radcliffe_camera_000310 radcliffe_camera_000040 radcliffe_camera_000381 radcliffe_camera_000034 radcliffe_camera_000230 oxford_003132 radcliffe_camera_000531 oxford_001614 radcliffe_camera_000458 radcliffe_camera_000394 radcliffe_camera_000405 radcliffe_camera_000366 radcliffe_camera_000253 radcliffe_camera_000400 radcliffe_camera_000419 bodleian_000076 radcliffe_camera_000137 radcliffe_camera_000012 radcliffe_camera_000108 radcliffe_camera_000408 radcliffe_camera_000437 radcliffe_camera_000076 radcliffe_camera_000035 radcliffe_camera_000539 radcliffe_camera_000343 radcliffe_camera_000115 oxford_002286 bodleian_000106 radcliffe_camera_000098 all_souls_000174 radcliffe_camera_000423 radcliffe_camera_000065 radcliffe_camera_000459 radcliffe_camera_000397 radcliffe_camera_000433 radcliffe_camera_000038 bodleian_000192 radcliffe_camera_000022 radcliffe_camera_000360 radcliffe_camera_000552 radcliffe_camera_000086 oxford_003069 radcliffe_camera_000361 radcliffe_camera_000050 oxford_000525 radcliffe_camera_000063 radcliffe_camera_000468 oxford_002701 radcliffe_camera_000047 radcliffe_camera_000163 radcliffe_camera_000004 oxford_000095 radcliffe_camera_000151 radcliffe_camera_000254 radcliffe_camera_000403 radcliffe_camera_000372 radcliffe_camera_000112 bodleian_000167 radcliffe_camera_000556 radcliffe_camera_000233 radcliffe_camera_000093 radcliffe_camera_000370 radcliffe_camera_000461 radcliffe_camera_000264 radcliffe_camera_000232 radcliffe_camera_000169
radcliffe_camera_000523,radcliffe_camera_000342 all_souls_000110 radcliffe_camera_000139 radcliffe_camera_000116 radcliffe_camera_000130 radcliffe_camera_000337 radcliffe_camera_000234 radcliffe_camera_000473 radcliffe_camera_000345 radcliffe_camera_000326 oxford_002373 radcliffe_camera_000530 radcliffe_camera_000258 radcliffe_camera_000426 oxford_001122 radcliffe_camera_000155 oxford_003060 keble_000207 radcliffe_camera_000439 radcliffe_camera_000172 bodleian_000016 radcliffe_camera_000269 oxford_002905 radcliffe_camera_000362 radcliffe_camera_000015 radcliffe_camera_000463 oxford_003482 radcliffe_camera_000456 radcliffe_camera_000107 radcliffe_camera_000239 oxford_000741 radcliffe_camera_000416 radcliffe_camera_000298 keble_000108 radcliffe_camera_000373 radcliffe_camera_000289 bodleian_000301 oxford_003382 radcliffe_camera_000217 bodleian_000017 radcliffe_camera_000080 oxford_001278 radcliffe_camera_000016 radcliffe_camera_000324 oxford_003294 radcliffe_camera_000364 hertford_000017 radcliffe_camera_000390 radcliffe_camera_000429 radcliffe_camera_000160 radcliffe_camera_000100 radcliffe_camera_000092 radcliffe_camera_000248 radcliffe_camera_000036 radcliffe_camera_000171 radcliffe_camera_000053 oxford_000733 oxford_000905 radcliffe_camera_000183 radcliffe_camera_000340 radcliffe_camera_000477 radcliffe_camera_000447 radcliffe_camera_000235 radcliffe_camera_000027 radcliffe_camera_000072 radcliffe_camera_000330 radcliffe_camera_000442 radcliffe_camera_000240 radcliffe_camera_000083 radcliffe_camera_000335 radcliffe_camera_000025 oxford_002694 radcliffe_camera_000431 all_souls_000183 radcliffe_camera_000241 radcliffe_camera_000106 radcliffe_camera_000146 radcliffe_camera_000387 radcliffe_camera_000246 radcliffe_camera_000074 oxford_003327 oxford_003531 radcliffe_camera_000167 radcliffe_camera_000276 radcliffe_camera_000026 radcliffe_camera_000428 radcliffe_camera_000145 radcliffe_camera_000420 radcliffe_camera_000173 radcliffe_camera_000454 radcliffe_camera_000402 radcliffe_camera_000150 all_souls_000180 radcliffe_camera_000270 radcliffe_camera_000509 radcliffe_camera_000453 radcliffe_camera_000238 radcliffe_camera_000508 radcliffe_camera_000059 radcliffe_camera_000176 radcliffe_camera_000546 radcliffe_camera_000566 radcliffe_camera_000425 radcliffe_camera_000278 all_souls_000213 all_souls_000182 radcliffe_camera_000105 bodleian_000096 radcliffe_camera_000520 radcliffe_camera_000006 radcliffe_camera_000082 oxford_002260 radcliffe_camera_000209 radcliffe_camera_000470 radcliffe_camera_000219 radcliffe_camera_000457 bodleian_000395 bodleian_000036 oxford_003194 oxford_002083 oxford_003159 radcliffe_camera_000226 radcliffe_camera_000126 radcliffe_camera_000182 radcliffe_camera_000350 radcliffe_camera_000287 radcliffe_camera_000127 radcliffe_camera_000231 oxford_002397 radcliffe_camera_000443 radcliffe_camera_000190 radcliffe_camera_000043 oxford_001066 radcliffe_camera_000325 radcliffe_camera_000367 bodleian_000290 radcliffe_camera_000161 radcliffe_camera_000014 radcliffe_camera_000071 radcliffe_camera_000221 radcliffe_camera_000120 radcliffe_camera_000140 radcliffe_camera_000041 radcliffe_camera_000329 radcliffe_camera_000138 radcliffe_camera_000249 radcliffe_camera_000412 oxford_000583 radcliffe_camera_000218 radcliffe_camera_000021 radcliffe_camera_000417 radcliffe_camera_000481 radcliffe_camera_000338 radcliffe_camera_000522 radcliffe_camera_000085 radcliffe_camera_000259 radcliffe_camera_000255 radcliffe_camera_000147 bodleian_000168 radcliffe_camera_000475 radcliffe_camera_000404 radcliffe_camera_000542 bodleian_000337 radcliffe_camera_000029 bodleian_000410 radcliffe_camera_000220 radcliffe_camera_000406 bodleian_000465 radcliffe_camera_000064 radcliffe_camera_000349 oxford_001892 oxford_002890 radcliffe_camera_000228 radcliffe_camera_000128 radcliffe_camera_000052 radcliffe_camera_000166 oxford_000773 radcliffe_camera_000198 radcliffe_camera_000201 radcliffe_camera_000164 oxford_002510 radcliffe_camera_000533 radcliffe_camera_000310 radcliffe_camera_000040 radcliffe_camera_000381 radcliffe_camera_000034 radcliffe_camera_000230 oxford_003132 radcliffe_camera_000531 oxford_001614 radcliffe_camera_000458 radcliffe_camera_000394 radcliffe_camera_000405 radcliffe_camera_000366 radcliffe_camera_000253 radcliffe_camera_000400 radcliffe_camera_000419 bodleian_000076 radcliffe_camera_000137 radcliffe_camera_000012 radcliffe_camera_000108 radcliffe_camera_000408 radcliffe_camera_000437 radcliffe_camera_000076 radcliffe_camera_000035 radcliffe_camera_000539 radcliffe_camera_000343 radcliffe_camera_000115 oxford_002286 bodleian_000106 radcliffe_camera_000098 all_souls_000174 radcliffe_camera_000423 radcliffe_camera_000065 radcliffe_camera_000459 radcliffe_camera_000397 radcliffe_camera_000433 radcliffe_camera_000038 bodleian_000192 radcliffe_camera_000022 radcliffe_camera_000360 radcliffe_camera_000552 radcliffe_camera_000086 oxford_003069 radcliffe_camera_000361 radcliffe_camera_000050 oxford_000525 radcliffe_camera_000063 radcliffe_camera_000468 oxford_002701 radcliffe_camera_000047 radcliffe_camera_000163 radcliffe_camera_000004 oxford_000095 radcliffe_camera_000151 radcliffe_camera_000254 radcliffe_camera_000403 radcliffe_camera_000372 radcliffe_camera_000112 bodleian_000167 radcliffe_camera_000556 radcliffe_camera_000233 radcliffe_camera_000093 radcliffe_camera_000370 radcliffe_camera_000461 radcliffe_camera_000264 radcliffe_camera_000232 radcliffe_camera_000169
radcliffe_camera_000095,radcliffe_camera_000342 all_souls_000110 radcliffe_camera_000139 radcliffe_camera_000116 radcliffe_camera_000130 radcliffe_camera_000337 radcliffe_camera_000234 radcliffe_camera_000473 radcliffe_camera_000345 radcliffe_camera_000326 oxford_002373 radcliffe_camera_000530 radcliffe_camera_000258 radcliffe_camera_000426 oxford_001122 radcliffe_camera_000155 oxford_003060 keble_000207 radcliffe_camera_000439 radcliffe_camera_000172 bodleian_000016 radcliffe_camera_000269 oxford_002905 radcliffe_camera_000362 radcliffe_camera_000015 radcliffe_camera_000463 oxford_003482 radcliffe_camera_000456 radcliffe_camera_000107 radcliffe_camera_000239 oxford_000741 radcliffe_camera_000416 radcliffe_camera_000298 keble_000108 radcliffe_camera_000373 radcliffe_camera_000289 bodleian_000301 oxford_003382 radcliffe_camera_000217 bodleian_000017 radcliffe_camera_000080 oxford_001278 radcliffe_camera_000016 radcliffe_camera_000324 oxford_003294 radcliffe_camera_000364 hertford_000017 radcliffe_camera_000390 radcliffe_camera_000429 radcliffe_camera_000160 radcliffe_camera_000100 radcliffe_camera_000092 radcliffe_camera_000248 radcliffe_camera_000036 radcliffe_camera_000171 radcliffe_camera_000053 oxford_000733 oxford_000905 radcliffe_camera_000183 radcliffe_camera_000340 radcliffe_camera_000477 radcliffe_camera_000447 radcliffe_camera_000235 radcliffe_camera_000027 radcliffe_camera_000072 radcliffe_camera_000330 radcliffe_camera_000442 radcliffe_camera_000240 radcliffe_camera_000083 radcliffe_camera_000335 radcliffe_camera_000025 oxford_002694 radcliffe_camera_000431 all_souls_000183 radcliffe_camera_000241 radcliffe_camera_000106 radcliffe_camera_000146 radcliffe_camera_000387 radcliffe_camera_000246 radcliffe_camera_000074 oxford_003327 oxford_003531 radcliffe_camera_000167 radcliffe_camera_000276 radcliffe_camera_000026 radcliffe_camera_000428 radcliffe_camera_000145 radcliffe_camera_000420 radcliffe_camera_000173 radcliffe_camera_000454 radcliffe_camera_000402 radcliffe_camera_000150 all_souls_000180 radcliffe_camera_000270 radcliffe_camera_000509 radcliffe_camera_000453 radcliffe_camera_000238 radcliffe_camera_000508 radcliffe_camera_000059 radcliffe_camera_000176 radcliffe_camera_000546 radcliffe_camera_000566 radcliffe_camera_000425 radcliffe_camera_000278 all_souls_000213 all_souls_000182 radcliffe_camera_000105 bodleian_000096 radcliffe_camera_000520 radcliffe_camera_000006 radcliffe_camera_000082 oxford_002260 radcliffe_camera_000209 radcliffe_camera_000470 radcliffe_camera_000219 radcliffe_camera_000457 bodleian_000395 bodleian_000036 oxford_003194 oxford_002083 oxford_003159 radcliffe_camera_000226 radcliffe_camera_000126 radcliffe_camera_000182 radcliffe_camera_000350 radcliffe_camera_000287 radcliffe_camera_000127 radcliffe_camera_000231 oxford_002397 radcliffe_camera_000443 radcliffe_camera_000190 radcliffe_camera_000043 oxford_001066 radcliffe_camera_000325 radcliffe_camera_000367 bodleian_000290 radcliffe_camera_000161 radcliffe_camera_000014 radcliffe_camera_000071 radcliffe_camera_000221 radcliffe_camera_000120 radcliffe_camera_000140 radcliffe_camera_000041 radcliffe_camera_000329 radcliffe_camera_000138 radcliffe_camera_000249 radcliffe_camera_000412 oxford_000583 radcliffe_camera_000218 radcliffe_camera_000021 radcliffe_camera_000417 radcliffe_camera_000481 radcliffe_camera_000338 radcliffe_camera_000522 radcliffe_camera_000085 radcliffe_camera_000259 radcliffe_camera_000255 radcliffe_camera_000147 bodleian_000168 radcliffe_camera_000475 radcliffe_camera_000404 radcliffe_camera_000542 bodleian_000337 radcliffe_camera_000029 bodleian_000410 radcliffe_camera_000220 radcliffe_camera_000406 bodleian_000465 radcliffe_camera_000064 radcliffe_camera_000349 oxford_001892 oxford_002890 radcliffe_camera_000228 radcliffe_camera_000128 radcliffe_camera_000052 radcliffe_camera_000166 oxford_000773 radcliffe_camera_000198 radcliffe_camera_000201 radcliffe_camera_000164 oxford_002510 radcliffe_camera_000533 radcliffe_camera_000310 radcliffe_camera_000040 radcliffe_camera_000381 radcliffe_camera_000034 radcliffe_camera_000230 oxford_003132 radcliffe_camera_000531 oxford_001614 radcliffe_camera_000458 radcliffe_camera_000394 radcliffe_camera_000405 radcliffe_camera_000366 radcliffe_camera_000253 radcliffe_camera_000400 radcliffe_camera_000419 bodleian_000076 radcliffe_camera_000137 radcliffe_camera_000012 radcliffe_camera_000108 radcliffe_camera_000408 radcliffe_camera_000437 radcliffe_camera_000076 radcliffe_camera_000035 radcliffe_camera_000539 radcliffe_camera_000343 radcliffe_camera_000115 oxford_002286 bodleian_000106 radcliffe_camera_000098 all_souls_000174 radcliffe_camera_000423 radcliffe_camera_000065 radcliffe_camera_000459 radcliffe_camera_000397 radcliffe_camera_000433 radcliffe_camera_000038 bodleian_000192 radcliffe_camera_000022 radcliffe_camera_000360 radcliffe_camera_000552 radcliffe_camera_000086 oxford_003069 radcliffe_camera_000361 radcliffe_camera_000050 oxford_000525 radcliffe_camera_000063 radcliffe_camera_000468 oxford_002701 radcliffe_camera_000047 radcliffe_camera_000163 radcliffe_camera_000004 oxford_000095 radcliffe_camera_000151 radcliffe_camera_000254 radcliffe_camera_000403 radcliffe_camera_000372 radcliffe_camera_000112 bodleian_000167 radcliffe_camera_000556 radcliffe_camera_000233 radcliffe_camera_000093 radcliffe_camera_000370 radcliffe_camera_000461 radcliffe_camera_000264 radcliffe_camera_000232 radcliffe_camera_000169
bodleian_000132,radcliffe_camera_000342 all_souls_000110 radcliffe_camera_000139 radcliffe_camera_000116 radcliffe_camera_000130 radcliffe_camera_000337 radcliffe_camera_000234 radcliffe_camera_000473 radcliffe_camera_000345 radcliffe_camera_000326 oxford_002373 radcliffe_camera_000530 radcliffe_camera_000258 radcliffe_camera_000426 oxford_001122 radcliffe_camera_000155 oxford_003060 keble_000207 radcliffe_camera_000439 radcliffe_camera_000172 bodleian_000016 radcliffe_camera_000269 oxford_002905 radcliffe_camera_000362 radcliffe_camera_000015 radcliffe_camera_000463 oxford_003482 radcliffe_camera_000456 radcliffe_camera_000107 radcliffe_camera_000239 oxford_000741 radcliffe_camera_000416 radcliffe_camera_000298 keble_000108 radcliffe_camera_000373 radcliffe_camera_000289 bodleian_000301 oxford_003382 radcliffe_camera_000217 bodleian_000017 radcliffe_camera_000080 oxford_001278 radcliffe_camera_000016 radcliffe_camera_000324 oxford_003294 radcliffe_camera_000364 hertford_000017 radcliffe_camera_000390 radcliffe_camera_000429 radcliffe_camera_000160 radcliffe_camera_000100 radcliffe_camera_000092 radcliffe_camera_000248 radcliffe_camera_000036 radcliffe_camera_000171 radcliffe_camera_000053 oxford_000733 oxford_000905 radcliffe_camera_000183 radcliffe_camera_000340 radcliffe_camera_000477 radcliffe_camera_000447 radcliffe_camera_000235 radcliffe_camera_000027 radcliffe_camera_000072 radcliffe_camera_000330 radcliffe_camera_000442 radcliffe_camera_000240 radcliffe_camera_000083 radcliffe_camera_000335 radcliffe_camera_000025 oxford_002694 radcliffe_camera_000431 all_souls_000183 radcliffe_camera_000241 radcliffe_camera_000106 radcliffe_camera_000146 radcliffe_camera_000387 radcliffe_camera_000246 radcliffe_camera_000074 oxford_003327 oxford_003531 radcliffe_camera_000167 radcliffe_camera_000276 radcliffe_camera_000026 radcliffe_camera_000428 radcliffe_camera_000145 radcliffe_camera_000420 radcliffe_camera_000173 radcliffe_camera_000454 radcliffe_camera_000402 radcliffe_camera_000150 all_souls_000180 radcliffe_camera_000270 radcliffe_camera_000509 radcliffe_camera_000453 radcliffe_camera_000238 radcliffe_camera_000508 radcliffe_camera_000059 radcliffe_camera_000176 radcliffe_camera_000546 radcliffe_camera_000566 radcliffe_camera_000425 radcliffe_camera_000278 all_souls_000213 all_souls_000182 radcliffe_camera_000105 bodleian_000096 radcliffe_camera_000520 radcliffe_camera_000006 radcliffe_camera_000082 oxford_002260 radcliffe_camera_000209 radcliffe_camera_000470 radcliffe_camera_000219 radcliffe_camera_000457 bodleian_000395 bodleian_000036 oxford_003194 oxford_002083 oxford_003159 radcliffe_camera_000226 radcliffe_camera_000126 radcliffe_camera_000182 radcliffe_camera_000350 radcliffe_camera_000287 radcliffe_camera_000127 radcliffe_camera_000231 oxford_002397 radcliffe_camera_000443 radcliffe_camera_000190 radcliffe_camera_000043 oxford_001066 radcliffe_camera_000325 radcliffe_camera_000367 bodleian_000290 radcliffe_camera_000161 radcliffe_camera_000014 radcliffe_camera_000071 radcliffe_camera_000221 radcliffe_camera_000120 radcliffe_camera_000140 radcliffe_camera_000041 radcliffe_camera_000329 radcliffe_camera_000138 radcliffe_camera_000249 radcliffe_camera_000412 oxford_000583 radcliffe_camera_000218 radcliffe_camera_000021 radcliffe_camera_000417 radcliffe_camera_000481 radcliffe_camera_000338 radcliffe_camera_000522 radcliffe_camera_000085 radcliffe_camera_000259 radcliffe_camera_000255 radcliffe_camera_000147 bodleian_000168 radcliffe_camera_000475 radcliffe_camera_000404 radcliffe_camera_000542 bodleian_000337 radcliffe_camera_000029 bodleian_000410 radcliffe_camera_000220 radcliffe_camera_000406 bodleian_000465 radcliffe_camera_000064 radcliffe_camera_000349 oxford_001892 oxford_002890 radcliffe_camera_000228 radcliffe_camera_000128 radcliffe_camera_000052 radcliffe_camera_000166 oxford_000773 radcliffe_camera_000198 radcliffe_camera_000201 radcliffe_camera_000164 oxford_002510 radcliffe_camera_000533 radcliffe_camera_000310 radcliffe_camera_000040 radcliffe_camera_000381 radcliffe_camera_000034 radcliffe_camera_000230 oxford_003132 radcliffe_camera_000531 oxford_001614 radcliffe_camera_000458 radcliffe_camera_000394 radcliffe_camera_000405 radcliffe_camera_000366 radcliffe_camera_000253 radcliffe_camera_000400 radcliffe_camera_000419 bodleian_000076 radcliffe_camera_000137 radcliffe_camera_000012 radcliffe_camera_000108 radcliffe_camera_000408 radcliffe_camera_000437 radcliffe_camera_000076 radcliffe_camera_000035 radcliffe_camera_000539 radcliffe_camera_000343 radcliffe_camera_000115 oxford_002286 bodleian_000106 radcliffe_camera_000098 all_souls_000174 radcliffe_camera_000423 radcliffe_camera_000065 radcliffe_camera_000459 radcliffe_camera_000397 radcliffe_camera_000433 radcliffe_camera_000038 bodleian_000192 radcliffe_camera_000022 radcliffe_camera_000360 radcliffe_camera_000552 radcliffe_camera_000086 oxford_003069 radcliffe_camera_000361 radcliffe_camera_000050 oxford_000525 radcliffe_camera_000063 radcliffe_camera_000468 oxford_002701 radcliffe_camera_000047 radcliffe_camera_000163 radcliffe_camera_000004 oxford_000095 radcliffe_camera_000151 radcliffe_camera_000254 radcliffe_camera_000403 radcliffe_camera_000372 radcliffe_camera_000112 bodleian_000167 radcliffe_camera_000556 radcliffe_camera_000233 radcliffe_camera_000093 radcliffe_camera_000370 radcliffe_camera_000461 radcliffe_camera_000264 radcliffe_camera_000232 radcliffe_camera_000169
all_souls_000021,all_souls_000153 all_souls_000126 all_souls_000055 oxford_000130 all_souls_000091 all_souls_000073 oxford_000177 all_souls_000001 all_souls_000064 oxford_000926 hertford_000039 all_souls_000040 all_souls_000146 oxford_002503 all_souls_000041 all_souls_000093 all_souls_000105 oxford_001308 all_souls_000048 all_souls_000103 all_souls_000214 oxford_000669 all_souls_000014 oxford_000262 all_souls_000148 all_souls_000065 all_souls_000133 oxford_000478 all_souls_000090 all_souls_000197 all_souls_000134 all_souls_000150 oxford_002358 all_souls_000015 all_souls_000035 all_souls_000161 all_souls_000209 all_souls_000066 oxford_001264 oxford_001955 oxford_000962 oxford_003521 all_souls_000157 all_souls_000184 hertford_000112 all_souls_000072 all_souls_000002 all_souls_000006 oxford_003315 all_souls_000119 all_souls_000210 all_souls_000068 all_souls_000140 all_souls_000087 all_souls_000132 oriel_000072 all_souls_000175 oxford_002338 oxford_003056 all_souls_000143 all_souls_000136 radcliffe_camera_000293 all_souls_000159 oxford_001231 oxford_001806
all_souls_000022,all_souls_000126 all_souls_000055 oxford_000130 all_souls_000091 all_souls_000073 all_souls_000040 all_souls_000146 oxford_002503 all_souls_000041 all_souls_000103 oxford_000478 all_souls_000150 oxford_002358 all_souls_000015 all_souls_000209 oxford_000962 all_souls_000002 all_souls_000006 all_souls_000068 all_souls_000140 oxford_002338 oxford_003056 all_souls_000159
all_souls_000152,all_souls_000126 all_souls_000062 all_souls_000055 all_souls_000091 all_souls_000064 all_souls_000040 all_souls_000146 oxford_002503 all_souls_000041 oxford_000478 all_souls_000150 oxford_002358 all_souls_000015 all_souls_000209 all_souls_000002 all_souls_000006 oxford_003315 oxford_000542 all_souls_000068 all_souls_000140 oxford_002338 oxford_003056 radcliffe_camera_000293 all_souls_000159
ashmolean_000078,ashmolean_000090 ashmolean_000106
ashmolean_000005,ashmolean_000303 oxford_001964 ashmolean_000016 ashmolean_000097 ashmolean_000028
ashmolean_000301,ashmolean_000303 oxford_001964 oxford_002745 ashmolean_000016 ashmolean_000002 ashmolean_000028 ashmolean_000036 ashmolean_000079
christ_church_000262,oxford_002888 christ_church_000222 christ_church_000279 christ_church_000976 christ_church_000718 christ_church_000224 christ_church_000435 christ_church_000623 christ_church_001070 christ_church_000532 christ_church_000757 christ_church_000450 christ_church_000436 oxford_002317 christ_church_000063 christ_church_000754 oxford_000404 christ_church_000447 christ_church_000311 christ_church_000696 christ_church_000681 christ_church_000645 christ_church_000073 christ_church_000131 christ_church_000115 christ_church_000146 christ_church_000104 christ_church_000395 oxford_002858 christ_church_000366 christ_church_000932 christ_church_000911 christ_church_001045 christ_church_000314 christ_church_000903 christ_church_000724 christ_church_000078 christ_church_000664 christ_church_001033 oxford_000158 christ_church_000549 oxford_002704 christ_church_000673 christ_church_000333 christ_church_000035 christ_church_001142 christ_church_000376 christ_church_000787 christ_church_000190 christ_church_000061 christ_church_000228 christ_church_000198 christ_church_000802 christ_church_000283
oxford_000736,oxford_000866 christ_church_000400 christ_church_000222 christ_church_000224 christ_church_001070 oxford_001666 christ_church_001039 christ_church_000757 oxford_002317 oxford_000440 oxford_000351 christ_church_000451 christ_church_000131 christ_church_001045 christ_church_000724 oxford_002704 christ_church_000829 christ_church_000996 christ_church_000372 christ_church_000901 oxford_000623
oxford_002364,christ_church_000400 christ_church_000224 christ_church_001070 christ_church_000451 christ_church_000724 christ_church_000283
hertford_000078,balliol_000173 all_souls_000076 new_000150
hertford_000044,balliol_000173 all_souls_000076 new_000150
hertford_000082,
